id	rc	secs	start	end	desc
A04.test_check_ack_addr_gate	0	4.1	2026-09-24T14:55:38+0900	2026-09-24T14:55:42+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_check_ack_addr_gate
A04.test_hook_launcher_split	0	12.2	2026-09-24T14:55:42+0900	2026-09-24T14:55:54+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_hook_launcher_split
A04.test_mission_origin_parity	0	5.1	2026-09-24T14:55:54+0900	2026-09-24T14:55:59+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_mission_origin_parity
A04.test_bootlast_golden_lock_parity	0	2.0	2026-09-24T14:55:59+0900	2026-09-24T14:56:01+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_bootlast_golden_lock_parity
A04.test_bootv2_doc_contract	0	0.2	2026-09-24T14:56:01+0900	2026-09-24T14:56:01+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_bootv2_doc_contract
A04.test_pyseal_census	0	0.5	2026-09-24T14:56:01+0900	2026-09-24T14:56:02+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_pyseal_census
A04.test_preflight_hook_body	0	0.2	2026-09-24T14:56:02+0900	2026-09-24T14:56:02+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_preflight_hook_body
A04.test_preflight_win_hook_launcher	0	0.8	2026-09-24T14:56:02+0900	2026-09-24T14:56:03+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_preflight_win_hook_launcher
A04.test_preflight_npm_prefix	0	3.3	2026-09-24T14:56:03+0900	2026-09-24T14:56:06+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_preflight_npm_prefix
A04.test_learn_digest_queue	0	0.6	2026-09-24T14:56:06+0900	2026-09-24T14:56:07+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_learn_digest_queue
A04.test_default_fleet_formation	0	0.1	2026-09-24T14:56:07+0900	2026-09-24T14:56:07+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_default_fleet_formation
A04.test_formation	0	0.2	2026-09-24T14:56:07+0900	2026-09-24T14:56:07+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_formation
A04.test_nowin_periodic_spawns	0	0.2	2026-09-24T14:56:07+0900	2026-09-24T14:56:07+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_nowin_periodic_spawns
A04.test_hud_bridge_unwatched_no_spawn	0	2.5	2026-09-24T14:56:07+0900	2026-09-24T14:56:09+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_hud_bridge_unwatched_no_spawn
A04.test_nowin_captured_spawns	0	2.0	2026-09-24T14:56:09+0900	2026-09-24T14:56:12+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_nowin_captured_spawns
A04.test_awaken_enter	0	0.4	2026-09-24T14:56:12+0900	2026-09-24T14:56:12+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_awaken_enter
A04.test_resource_gate_notify_rule	0	2.6	2026-09-24T14:56:12+0900	2026-09-24T14:56:15+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_resource_gate_notify_rule
A04.test_phoenix_a3_ps_axis	0	0.2	2026-09-24T14:56:15+0900	2026-09-24T14:56:15+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_phoenix_a3_ps_axis
A04.test_dept_request	0	83.5	2026-09-24T14:56:15+0900	2026-09-24T14:57:38+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_dept_request
A04.test_d1_dept_ready_probe	0	94.2	2026-09-24T14:57:38+0900	2026-09-24T14:59:12+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_d1_dept_ready_probe
A04.test_dbg_d3_dept_path_precedence	0	0.3	2026-09-24T14:59:12+0900	2026-09-24T14:59:13+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_dbg_d3_dept_path_precedence
A04.test_dbg_d3_d11_shared_profile_hooks	0	2.4	2026-09-24T14:59:13+0900	2026-09-24T14:59:15+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_dbg_d3_d11_shared_profile_hooks
A04.test_dbg_d3_f4_answer_classifier	0	0.2	2026-09-24T14:59:15+0900	2026-09-24T14:59:15+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_dbg_d3_f4_answer_classifier
A04.test_dbg_d3_f5_dept_intent	0	4.3	2026-09-24T14:59:15+0900	2026-09-24T14:59:20+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · test_dbg_d3_f5_dept_intent
A04.javis_detect_self_test	0	0.1	2026-09-24T14:59:20+0900	2026-09-24T14:59:20+0900	ci-branch.yml · 유령 todo·선언 소비자 회귀 + HUD 브리지 스큐 + 스탬프 (macOS) · javis_detect --self-test
A05.test_sandbox_state_isolation	0	0.9	2026-09-24T14:59:20+0900	2026-09-24T14:59:21+0900	ci-branch.yml · 팩 검체 — 레인·상태 격리군 (IG-35 1단계 · macOS) · test_sandbox_state_isolation
A05.test_settings_torn_write	0	0.2	2026-09-24T14:59:21+0900	2026-09-24T14:59:21+0900	ci-branch.yml · 팩 검체 — 레인·상태 격리군 (IG-35 1단계 · macOS) · test_settings_torn_write
A05.test_state_snapshot_root	0	0.4	2026-09-24T14:59:21+0900	2026-09-24T14:59:21+0900	ci-branch.yml · 팩 검체 — 레인·상태 격리군 (IG-35 1단계 · macOS) · test_state_snapshot_root
A06	0	0.6	2026-09-24T14:59:21+0900	2026-09-24T14:59:22+0900	ci-branch.yml · macos-rust-pack · verify_win_crt 게이트 도구 밀폐 스위트 (macOS)
A07	0	3.2	2026-09-24T14:59:22+0900	2026-09-24T14:59:25+0900	ci-branch.yml · macos-rust-pack · 버전 SOT 게이트 음성 대조 (mutation · macOS)
A08	0	14.4	2026-09-24T14:59:25+0900	2026-09-24T14:59:39+0900	ci-branch.yml · macos-rust-pack · 릴리스 게이트 회귀 그물 음성 대조 (test_release_postprocess_gate · macOS)
A09	0	1.0	2026-09-24T14:59:39+0900	2026-09-24T14:59:40+0900	ci-branch.yml · macos-rust-pack · todo 스캔 집합 2언어 파리티 (C1·C2 동일 파일 집합 · macOS)
A10	0	1.1	2026-09-24T14:59:40+0900	2026-09-24T14:59:42+0900	ci-branch.yml · macos-rust-pack · 불사조 인코딩 독립성 스모크 (적대 로케일 · macOS)
A11	0	1.3	2026-09-24T14:59:42+0900	2026-09-24T14:59:43+0900	ci-branch.yml · macos-rust-pack · CEO_TEMPLATE 재합성 드리프트 게이트 (gen --check)
B01	0	449.6	2026-09-24T14:59:43+0900	2026-09-24T15:07:12+0900	ci-branch.yml · boot-health-full · 부트스트랩 건강성 — 전 검체 (macos-latest)
C01	0	2.0	2026-09-24T15:07:12+0900	2026-09-24T15:07:14+0900	ci-branch.yml · nsis-hook-harness · NSIS 훅 컴파일 + 컴파일 가드 negative control (N1~N4)
C02	0	1.1	2026-09-24T15:07:14+0900	2026-09-24T15:07:16+0900	ci-branch.yml · nsis-hook-harness · NSIS 훅 배치 상태기계 모델 — 전수 분기 + 불변식 (W7)
D01	0	0.1	2026-09-24T15:07:16+0900	2026-09-24T15:07:16+0900	release.yml · build · src 모듈 선언 ↔ 추적 파일 정합 (미추적 즉사 사전 차단)
D02	0	4.4	2026-09-24T15:07:16+0900	2026-09-24T15:07:20+0900	release.yml · build · Secret/PII scan (pre-build hard-gate)
D04	0	1.3	2026-09-24T15:07:20+0900	2026-09-24T15:07:21+0900	release.yml · build · Version SOT check (drift hard-gate)
D05	0	0.0	2026-09-24T15:07:21+0900	2026-09-24T15:07:21+0900	release.yml · build · Interim-tree tag gate (kept-drift/merge3 partial-landing hard-gate)
D06	0	0.4	2026-09-24T15:07:21+0900	2026-09-24T15:07:22+0900	release.yml · build · UI 회귀 테스트 (bun test)
D11	0	15.0	2026-09-24T15:07:22+0900	2026-09-24T15:07:37+0900	release.yml · pack-artifacts · Scan pack content (pre-build hard-gate)
E01	0	2.9	2026-09-24T15:07:37+0900	2026-09-24T15:07:40+0900	release-publish.yml · verify · Self-test the verifier before trusting it
A12	0	129.2	2026-09-24T15:07:40+0900	2026-09-24T15:09:49+0900	ci-branch.yml · macos-rust-pack · cargo test --bin cys (릴리스 승격 전 리허설 · macOS)
A13	0	240.9	2026-09-24T15:09:49+0900	2026-09-24T15:13:50+0900	ci-branch.yml · macos-rust-pack · cargo test --lib (팩 계약·병합 엔진 스위트 · macOS)
A14	0	57.0	2026-09-24T15:13:50+0900	2026-09-24T15:14:47+0900	ci-branch.yml · macos-rust-pack · cargo test -p cys-app --bins (GUI env 대칭 핀 · macOS)
D07a	0	15.2	2026-09-24T15:14:47+0900	2026-09-24T15:15:02+0900	release.yml · build · phoenix 게이트 ① cargo build --bin cys --bin cysd
D07b.test_phoenix_a3_ps_axis	0	0.4	2026-09-24T15:15:02+0900	2026-09-24T15:15:02+0900	release.yml · build · phoenix 게이트 ② test_phoenix_a3_ps_axis
D07b.test_phoenix_as3_intent	0	0.1	2026-09-24T15:15:02+0900	2026-09-24T15:15:03+0900	release.yml · build · phoenix 게이트 ② test_phoenix_as3_intent
D07b.test_phoenix_c2_sentinel	0	0.3	2026-09-24T15:15:03+0900	2026-09-24T15:15:03+0900	release.yml · build · phoenix 게이트 ② test_phoenix_c2_sentinel
D07b.test_phoenix_c6_reap	0	24.0	2026-09-24T15:15:03+0900	2026-09-24T15:15:27+0900	release.yml · build · phoenix 게이트 ② test_phoenix_c6_reap
D07b.test_phoenix_e2_schedule	0	0.1	2026-09-24T15:15:27+0900	2026-09-24T15:15:27+0900	release.yml · build · phoenix 게이트 ② test_phoenix_e2_schedule
D07b.test_phoenix_e2e_crosslayer	0	0.1	2026-09-24T15:15:27+0900	2026-09-24T15:15:27+0900	release.yml · build · phoenix 게이트 ② test_phoenix_e2e_crosslayer
D07b.test_phoenix_e2e_replacement	0	28.9	2026-09-24T15:15:27+0900	2026-09-24T15:15:56+0900	release.yml · build · phoenix 게이트 ② test_phoenix_e2e_replacement
D07b.test_phoenix_e3_gc	0	0.2	2026-09-24T15:15:56+0900	2026-09-24T15:15:56+0900	release.yml · build · phoenix 게이트 ② test_phoenix_e3_gc
D07b.test_phoenix_identity	0	0.1	2026-09-24T15:15:56+0900	2026-09-24T15:15:56+0900	release.yml · build · phoenix 게이트 ② test_phoenix_identity
D07b.test_phoenix_r4_restore	0	0.3	2026-09-24T15:15:56+0900	2026-09-24T15:15:57+0900	release.yml · build · phoenix 게이트 ② test_phoenix_r4_restore
D07b.test_phoenix_v115_owner_token	0	1.9	2026-09-24T15:15:57+0900	2026-09-24T15:15:58+0900	release.yml · build · phoenix 게이트 ② test_phoenix_v115_owner_token
D07b.test_phoenix_v115_spawn_settle	0	0.5	2026-09-24T15:15:58+0900	2026-09-24T15:15:59+0900	release.yml · build · phoenix 게이트 ② test_phoenix_v115_spawn_settle
D07b.test_phoenix_w2_tombstone	0	0.1	2026-09-24T15:15:59+0900	2026-09-24T15:15:59+0900	release.yml · build · phoenix 게이트 ② test_phoenix_w2_tombstone
D07b.test_phoenix_w2_untomb_fullcycle	0	27.9	2026-09-24T15:15:59+0900	2026-09-24T15:16:27+0900	release.yml · build · phoenix 게이트 ② test_phoenix_w2_untomb_fullcycle
D07b.test_phoenix_w3_corruption	0	1.6	2026-09-24T15:16:27+0900	2026-09-24T15:16:29+0900	release.yml · build · phoenix 게이트 ② test_phoenix_w3_corruption
D07b.test_phoenix_w5_windows	0	0.2	2026-09-24T15:16:29+0900	2026-09-24T15:16:29+0900	release.yml · build · phoenix 게이트 ② test_phoenix_w5_windows
D07b.test_phoenix_w6_scenarios	0	0.4	2026-09-24T15:16:29+0900	2026-09-24T15:16:29+0900	release.yml · build · phoenix 게이트 ② test_phoenix_w6_scenarios
D07c	0	177.8	2026-09-24T15:16:29+0900	2026-09-24T15:19:27+0900	release.yml · build · phoenix 게이트 ③ cargo test --bin cysd -- --test-threads=1 --skip hwmon::
D07d	0	687.0	2026-09-24T15:19:27+0900	2026-09-24T15:30:54+0900	release.yml · build · phoenix 게이트 ④ cargo test --lib -- --test-threads=1
D07e	0	329.9	2026-09-24T15:30:54+0900	2026-09-24T15:36:24+0900	release.yml · build · phoenix 게이트 ⑤ cargo test --bin cys -- --test-threads=1
X01	0	36.8	2026-09-24T15:36:24+0900	2026-09-24T15:37:01+0900	보충(워크플로 밖) · cargo test --bin cysd -- --test-threads=1 hwmon::
